airport_id,icao,iata,name,lat,long,country,alt,utcoffset,tzolson
3384,PHDH,HDH,Dillingham Airfield,21.5795001984,-158.197006226,United States,14,-10,Pacific/Honolulu
3385,KIPT,IPT,Williamsport Regional Airport,41.2417984008789,-76.9210968017578,United States,529,-5,America/New_York
3386,KIND,IND,Indianapolis International Airport,39.7173,-86.294403,United States,797,-5,America/New_York
3387,KSZL,SZL,Whiteman Air Force Base,38.73030090332,-93.547897338867,United States,870,-6,America/Chicago
3388,KAKR,AKC,Akron Fulton International Airport,41.0374984741,-81.4669036865,United States,1067,-5,America/New_York
3389,KGWO,GWO,Greenwood–Leflore Airport,33.4943008423,-90.0847015381,United States,162,-6,America/Chicago
3390,KHPN,HPN,Westchester County Airport,41.0670013427734,-73.7076034545899,United States,439,-5,America/New_York
3391,KFOK,FOK,Francis S Gabreski Airport,40.8437004089,-72.6317977905,United States,67,-5,America/New_York
3392,KJBR,JBR,Jonesboro Municipal Airport,35.8316993713379,-90.6464004516602,United States,262,-6,America/Chicago
3393,KTNX,XSD,Tonopah Test Range Airport,37.7988014221,-116.78099823,United States,5549,-8,America/Los_Angeles
3394,KLNA,LNA,Palm Beach County Park Airport,26.59300041,-80.08509827,United States,14,-5,America/New_York
3395,KNZY,NZY,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,United States,26,-8,America/Los_Angeles
3396,KBIF,BIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,United States,3946,-7,America/Denver
3397,KNYL,YUM,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,United States,213,-7,America/Phoenix
3398,KCNM,CNM,Cavern City Air Terminal,32.3375015258789,-104.263000488281,United States,3295,-7,America/Denver
3399,KDLH,DLH,Duluth International Airport,46.8420982361,-92.1936035156,United States,1428,-6,America/Chicago
3400,PABE,BET,Bethel Airport,60.77980042,-161.8379974,United States,126,-9,America/Anchorage
3401,KLOU,LOU,Bowman Field,38.2280006409,-85.6636962891,United States,546,-5,America/New_York
3402,KFHU,FHU,Sierra Vista Municipal Libby Army Air Field,31.5884990692139,-110.34400177002,United States,4719,-7,America/Phoenix
3403,PHLI,LIH,Lihue Airport,21.9759998321533,-159.339004516602,United States,153,-10,Pacific/Honolulu
3404,KHUF,HUF,"""Terre Haute Regional Airport","Hulman Field""",39.4515,-87.307602,United States,589,-5
3405,KHVR,HVR,Havre City County Airport,48.54299927,-109.762001,United States,2591,-7,America/Denver
3406,KMWH,MWH,Grant County International Airport,47.20769882,-119.3199997,United States,1189,-8,America/Los_Angeles
3407,KMPV,MPV,Edward F Knapp State Airport,44.20349884,-72.56230164,United States,1166,-5,America/New_York
3408,KNSI,,San Nicolas Island Nolf Airport,33.2397994995117,-119.458000183105,United States,506,-8,America/Los_Angeles
3409,KRIC,RIC,Richmond International Airport,37.505199432373,-77.3197021484375,United States,167,-5,America/New_York
3410,KSHV,SHV,Shreveport Regional Airport,32.446602,-93.8256,United States,258,-6,America/Chicago
3411,PACV,CDV,Merle K (Mudhole) Smith Airport,60.4917984,-145.4779968,United States,54,-9,America/Anchorage
3412,KORF,ORF,Norfolk International Airport,36.8945999145508,-76.2012023925781,United States,26,-5,America/New_York
3413,KBPT,BPT,Southeast Texas Regional Airport,29.9507999420166,-94.0206985473633,United States,15,-6,America/Chicago
3414,KSAV,SAV,Savannah Hilton Head International Airport,32.12760162,-81.20210266,United States,50,-5,America/New_York
3415,KHIF,HIF,Hill Air Force Base,41.12403,-111.973086,United States,4789,-7,America/Denver
3416,PAOM,OME,Nome Airport,64.5121994018555,-165.445007324219,United States,37,-9,America/Anchorage
3417,KSPB,,Scappoose Industrial Airpark,45.7709999084473,-122.861999511719,United States,58,-8,America/Los_Angeles
3418,KPIE,PIE,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,United States,11,-5,America/New_York
3419,KMNM,MNM,Menominee Regional Airport,45.126701,-87.638397,United States,625,-6,America/Chicago
3420,KCXO,CXO,Conroe-North Houston Regional Airport,30.351801,-95.414497,United States,245,-6,America/Chicago
3421,PASC,SCC,Deadhorse Airport,70.19470215,-148.4649963,United States,65,-9,America/Anchorage
3422,KSAT,SAT,San Antonio International Airport,29.5337009429932,-98.4698028564453,United States,809,-6,America/Chicago
3423,KROC,ROC,Greater Rochester International Airport,43.1189002990723,-77.6724014282227,United States,559,-5,America/New_York
3424,KCOF,COF,Patrick Air Force Base,28.2348995209,-80.6100997925,United States,8,-5,America/New_York
3425,KTEB,TEB,Teterboro Airport,40.8501014709,-74.060798645,United States,9,-5,America/New_York
3426,KRCA,RCA,Ellsworth Air Force Base,44.14500046,-103.1039963,United States,3276,-7,America/Denver
3427,KRDU,RDU,Raleigh Durham International Airport,35.8776016235352,-78.7874984741211,United States,435,-5,America/New_York
3428,KDAY,DAY,James M Cox Dayton International Airport,39.902400970459,-84.2193984985352,United States,1009,-5,America/New_York
3429,PAEN,ENA,Kenai Municipal Airport,60.5731010437012,-151.244995117188,United States,99,-9,America/Anchorage
3430,KMLC,MLC,Mc Alester Regional Airport,34.882401,-95.783501,United States,770,-6,America/Chicago
3431,KIAG,IAG,Niagara Falls International Airport,43.1072998046875,-78.9461975097656,United States,589,-5,America/New_York
3432,KCFD,CFD,Coulter Field,30.7157001495,-96.3313980103,United States,367,-6,America/Chicago
3433,KLHW,LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,United States,45,-5,America/New_York
3434,KPHF,PHF,Newport News Williamsburg International Airport,37.13190079,-76.49299622,United States,42,-5,America/New_York
3435,KESF,ESF,Esler Regional Airport,31.3948993683,-92.2957992554,United States,112,-6,America/Chicago
3436,KLTS,LTS,Altus Air Force Base,34.667098999,-99.2667007446,United States,1382,-6,America/Chicago
3437,KTUS,TUS,Tucson International Airport,32.1161003112793,-110.94100189209,United States,2643,-7,America/Phoenix
3438,KMIB,MIB,Minot Air Force Base,48.4156,-101.358002,United States,1667,-6,America/Chicago
3439,KBAB,BAB,Beale Air Force Base,39.136100769,-121.43699646,United States,113,-8,America/Los_Angeles
3440,KIKK,IKK,Greater Kankakee Airport,41.0713996887,-87.8462982178,United States,630,-6,America/Chicago
3441,KGSB,GSB,Seymour Johnson Air Force Base,35.33940125,-77.96060181,United States,109,-5,America/New_York
3442,KPVD,PVD,Theodore Francis Green State Airport,41.732601,-71.420403,United States,55,-5,America/New_York
3443,KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,38.3404998779297,-75.5102996826172,United States,52,-5,America/New_York
3444,KRIU,,Rancho Murieta Airport,38.4868011474609,-121.102996826172,United States,141,-8,America/Los_Angeles
3445,KBUR,BUR,Bob Hope Airport,34.2006988525391,-118.359001159668,United States,778,-8,America/Los_Angeles
3446,KDTW,DTW,Detroit Metropolitan Wayne County Airport,42.2123985290527,-83.353401184082,United States,645,-5,America/New_York
3447,KTPA,TPA,Tampa International Airport,27.9755001068115,-82.533203125,United States,26,-5,America/New_York
3448,KPMB,PMB,Pembina Municipal Airport,48.9425010681,-97.2407989502,United States,795,-6,America/Chicago
3449,KPOE,POE,Polk Army Air Field,31.0447998,-93.1917038,United States,330,-6,America/Chicago
3450,PAEI,EIL,Eielson Air Force Base,64.66570282,-147.102005,United States,547,-9,America/Anchorage
3451,KHIB,HIB,Range Regional Airport,47.38660049,-92.83899689,United States,1354,-6,America/Chicago
3452,KLFK,LFK,Angelina County Airport,31.2339992523,-94.75,United States,296,-6,America/Chicago
3453,KMAF,MAF,Midland International Airport,31.9424991607666,-102.202003479004,United States,2871,-6,America/Chicago
3454,KGRB,GRB,Austin Straubel International Airport,44.4850997924805,-88.1296005249024,United States,695,-6,America/Chicago
3455,KADM,ADM,Ardmore Municipal Airport,34.30301,-97.0196342,United States,777,-6,America/Chicago
3456,KWRI,WRI,Mc Guire Air Force Base,40.0155983,-74.59169769,United States,131,-5,America/New_York
3457,KNKT,,Cherry Point MCAS /Cunningham Field/,34.90090179,-76.88069916,United States,29,-5,America/New_York
3458,KSBO,,Emanuel County Airport,32.6091003417969,-82.3699035644531,United States,327,-5,America/New_York
3459,KAGS,AGS,Augusta Regional At Bush Field,33.3698997497559,-81.9645004272461,United States,144,-5,America/New_York
3460,KISN,ISN,Sloulin Field International Airport,48.177898407,-103.641998291,United States,1982,-6,America/Chicago
3461,KLIT,LIT,Bill & Hillary Clinton National Airport/Adams Field,34.7294006348,-92.2242965698,United States,262,-6,America/Chicago
3462,KSWF,SWF,Stewart International Airport,41.5041007995606,-74.1047973632813,United States,491,-5,America/New_York
3463,KBDE,BDE,Baudette International Airport,48.7284011841,-94.612197876,United States,1086,-6,America/Chicago
3464,KSAC,SAC,Sacramento Executive Airport,38.5125007629,-121.492996216,United States,24,-8,America/Los_Angeles
3465,PAHO,HOM,Homer Airport,59.6455993652344,-151.477005004883,United States,84,-9,America/Anchorage
3466,KTBN,TBN,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,United States,1159,-6,America/Chicago
3467,KMGE,MGE,Dobbins Air Reserve Base,33.91540146,-84.51629639,United States,1068,-5,America/New_York
3468,KSKA,SKA,Fairchild Air Force Base,47.6151008606,-117.65599823,United States,2461,-8,America/Los_Angeles
3469,KHTL,HTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,United States,1150,-5,America/New_York
3470,KPAM,PAM,Tyndall Air Force Base,30.0695991516,-85.5754013062,United States,17,-6,America/Chicago
3471,KDFW,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,United States,607,-6,America/Chicago
3472,KMLB,MLB,Melbourne International Airport,28.1028003692627,-80.6453018188477,United States,33,-5,America/New_York
3473,KTCM,TCM,McChord Air Force Base,47.1376991272,-122.475997925,United States,322,-8,America/Los_Angeles
3474,KAUS,AUS,Austin Bergstrom International Airport,30.1944999694824,-97.6698989868164,United States,542,-6,America/Chicago
3475,KLCK,LCK,Rickenbacker International Airport,39.813801,-82.927803,United States,744,-5,America/New_York
3476,KSAW,MQT,Sawyer International Airport,46.3535995483,-87.395401001,United States,1221,-5,America/New_York
3477,KTYS,TYS,McGhee Tyson Airport,35.81100082,-83.9940033,United States,981,-5,America/New_York
3478,KHLR,HLR,Hood Army Air Field,31.1387004852,-97.7145004272,United States,924,-6,America/Chicago
3479,KSTL,STL,St Louis Lambert International Airport,38.748697,-90.370003,United States,618,-6,America/Chicago
3480,KMIV,MIV,Millville Municipal Airport,39.367802,-75.072197,United States,85,-5,America/New_York
3481,KSPS,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.491898,United States,1019,-6,America/Chicago
3482,KLUK,LUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,United States,483,-5,America/New_York
3483,KATL,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,United States,1026,-5,America/New_York
3484,KMER,MER,Castle Airport,37.38050079,-120.5680008,United States,191,-8,America/Los_Angeles
3485,KMCC,MCC,Mc Clellan Airfield,38.66759872,-121.401001,United States,77,-8,America/Los_Angeles
3486,KGRR,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,United States,794,-5,America/New_York
3487,KINK,INK,Winkler County Airport,31.7796001434,-103.200996399,United States,2822,-6,America/Chicago
3488,KFAT,FAT,Fresno Yosemite International Airport,36.7761993408203,-119.718002319336,United States,336,-8,America/Los_Angeles
3489,KVRB,VRB,Vero Beach Regional Airport,27.6556,-80.417901,United States,24,-5,America/New_York
3490,KIPL,IPL,Imperial County Airport,32.8342018127,-115.57900238,United States,-54,-8,America/Los_Angeles
3491,KBNA,BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,United States,599,-6,America/Chicago
3492,KLRD,LRD,Laredo International Airport,27.5438003540039,-99.4616012573242,United States,508,-6,America/Chicago
3493,PAED,EDF,Elmendorf Air Force Base,61.2509994506836,-149.807006835938,United States,212,-9,America/Anchorage
3494,PAOT,OTZ,Ralph Wien Memorial Airport,66.88469696,-162.598999,United States,14,-9,America/Anchorage
3495,KAOO,AOO,Altoona Blair County Airport,40.29639816,-78.31999969,United States,1503,-5,America/New_York
3496,KDYS,DYS,Dyess Air Force Base,32.4207992554,-99.854598999,United States,1789,-6,America/Chicago
3497,KELD,ELD,South Arkansas Regional At Goodwin Field,33.2210006713867,-92.8133010864258,United States,277,-6,America/Chicago
3498,KLGA,LGA,La Guardia Airport,40.77719879,-73.87259674,United States,21,-5,America/New_York
3499,KTLH,TLH,Tallahassee Regional Airport,30.3964996337891,-84.3503036499024,United States,81,-5,America/New_York
3500,KDPA,DPA,Dupage Airport,41.90779877,-88.24859619,United States,759,-6,America/Chicago
3501,KACT,ACT,Waco Regional Airport,31.6112995147705,-97.2304992675781,United States,516,-6,America/Chicago
3502,KAUG,AUG,Augusta State Airport,44.3205986023,-69.7973022461,United States,352,-5,America/New_York
3503,KINJ,,Hillsboro Municipal Airport,32.08349991,-97.09719849,United States,686,-6,America/Chicago
3504,KNIP,NIP,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,United States,21,-5,America/New_York
3505,KMKL,MKL,McKellar-Sipes Regional Airport,35.599899,-88.915604,United States,434,-6,America/Chicago
3506,PHMK,MKK,Molokai Airport,21.1529006958008,-157.095993041992,United States,454,-10,Pacific/Honolulu
3507,KFTK,FTK,Godman Army Air Field,37.9071006775,-85.9720993042,United States,756,-5,America/New_York
3508,KNCA,,New River MCAS /H/ /Mccutcheon Fld/ Airport,34.70840073,-77.43969727,United States,26,-5,America/New_York
3509,KSJT,SJT,San Angelo Regional Mathis Field,31.3577003479004,-100.496002197266,United States,1919,-6,America/Chicago
3510,KCXL,CXL,Calexico International Airport,32.6694984436,-115.513000488,United States,4,-8,America/Los_Angeles
3511,KCIC,CIC,Chico Municipal Airport,39.79539871,-121.8580017,United States,240,-8,America/Los_Angeles
3512,KBTV,BTV,Burlington International Airport,44.4719009399,-73.1532974243,United States,335,-5,America/New_York
3513,KJAX,JAX,Jacksonville International Airport,30.4941005706787,-81.6878967285156,United States,30,-5,America/New_York
3514,KDRO,DRO,Durango La Plata County Airport,37.1515007019,-107.753997803,United States,6685,-7,America/Denver
3515,KIAD,IAD,Washington Dulles International Airport,38.94449997,-77.45580292,United States,312,-5,America/New_York
3516,KCLL,CLL,Easterwood Field,30.58860016,-96.36380005,United States,320,-6,America/Chicago
3517,KSFF,SFF,Felts Field,47.682800292969,-117.32299804688,United States,1953,-8,America/Los_Angeles
3518,KMKE,MKE,General Mitchell International Airport,42.9472007751465,-87.896598815918,United States,723,-6,America/Chicago
3519,KABI,ABI,Abilene Regional Airport,32.4113006592,-99.6819000244,United States,1791,-6,America/Chicago
3520,KCOU,COU,Columbia Regional Airport,38.8180999755859,-92.219596862793,United States,889,-6,America/Chicago
3521,KPDX,PDX,Portland International Airport,45.58869934,-122.5979996,United States,31,-8,America/Los_Angeles
3522,KTNT,TNT,Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,United States,13,-5,America/New_York
3523,KPBI,PBI,Palm Beach International Airport,26.6832008361816,-80.0955963134766,United States,19,-5,America/New_York
3524,KFTW,FTW,Fort Worth Meacham International Airport,32.819801,-97.362396,United States,710,-6,America/Chicago
3525,KOGS,OGS,Ogdensburg International Airport,44.6819000244,-75.4654998779,United States,297,-5,America/New_York
3526,KFMH,FMH,Cape Cod Coast Guard Air Station,41.6584014893,-70.5214004517,United States,131,-5,America/New_York
3527,KBFI,BFI,Boeing Field King County International Airport,47.5299987792969,-122.302001953125,United States,21,-8,America/Los_Angeles
3528,KSKF,SKF,Lackland Air Force Base,29.38419914,-98.58110046,United States,691,-6,America/Chicago
3529,PHNL,HNL,Daniel K Inouye International Airport,21.32062,-157.924228,United States,13,-10,Pacific/Honolulu
3530,KDSM,DSM,Des Moines International Airport,41.5340003967285,-93.6631011962891,United States,958,-6,America/Chicago
3531,KEWN,EWN,Coastal Carolina Regional Airport,35.0730018616,-77.0429000854,United States,18,-5,America/New_York
3532,KSAN,SAN,San Diego International Airport,32.7336006165,-117.190002441,United States,17,-8,America/Los_Angeles
3533,KMLU,MLU,Monroe Regional Airport,32.5108985900879,-92.0376968383789,United States,79,-6,America/Chicago
3534,KSSC,SSC,Shaw Air Force Base,33.97269821,-80.47059631,United States,241,-5,America/New_York
3535,KONT,ONT,Ontario International Airport,34.0559997558594,-117.600997924805,United States,944,-8,America/Los_Angeles
3536,KGVT,GVT,Majors Airport,33.0677986145,-96.0652999878,United States,535,-6,America/Chicago
3537,KROW,ROW,Roswell International Air Center Airport,33.3016014099121,-104.53099822998,United States,3671,-7,America/Denver
3538,KDET,DET,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,United States,626,-5,America/New_York
3539,KBRO,BRO,Brownsville South Padre Island International Airport,25.9067993164062,-97.4259033203125,United States,22,-6,America/Chicago
3540,KDHN,DHN,Dothan Regional Airport,31.3213005065918,-85.4496002197266,United States,401,-6,America/Chicago
3541,KWWD,WWD,Cape May County Airport,39.0084991455,-74.9083023071,United States,23,-5,America/New_York
3542,KNFL,NFL,Fallon Naval Air Station,39.41659927,-118.7009964,United States,3934,-8,America/Los_Angeles
3543,KMTC,MTC,Selfridge Air National Guard Base Airport,42.613463,-82.836919,United States,580,-5,America/New_York
3544,KFMN,FMN,Four Corners Regional Airport,36.7411994934,-108.230003357,United States,5506,-7,America/Denver
3545,KCRP,CRP,Corpus Christi International Airport,27.7703990936279,-97.5011978149414,United States,44,-6,America/Chicago
3546,KSYR,SYR,Syracuse Hancock International Airport,43.111198425293,-76.1063003540039,United States,421,-5,America/New_York
3547,KNQX,NQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,United States,6,-5,America/New_York
3548,KMDW,MDW,Chicago Midway International Airport,41.785999,-87.752403,United States,620,-6,America/Chicago
3549,KSJC,SJC,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,United States,62,-8,America/Los_Angeles
3550,KHOB,HOB,Lea County Regional Airport,32.6875,-103.2170029,United States,3661,-7,America/Denver
3551,KPNE,PNE,Northeast Philadelphia Airport,40.081902,-75.010597,United States,120,-5,America/New_York
3552,KDEN,DEN,Denver International Airport,39.861698150635,-104.672996521,United States,5431,-7,America/Denver
3553,KPHL,PHL,Philadelphia International Airport,39.871898651123,-75.241096496582,United States,36,-5,America/New_York
3554,KSUX,SUX,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,United States,1098,-6,America/Chicago
3555,KMCN,MCN,Middle Georgia Regional Airport,32.692798614502,-83.6492004394531,United States,354,-5,America/New_York
3556,KTCS,TCS,Truth Or Consequences Municipal Airport,33.2369003296,-107.272003174,United States,4853,-7,America/Denver
3557,KPMD,PMD,Palmdale Regional/USAF Plant 42 Airport,34.62939835,-118.0849991,United States,2543,-8,America/Los_Angeles
3558,KRND,RND,Randolph Air Force Base,29.52969933,-98.27890015,United States,761,-6,America/Chicago
3559,KNJK,NJK,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,United States,-42,-8,America/Los_Angeles
3560,KCMH,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,United States,815,-5,America/New_York
3561,KFYV,FYV,Drake Field,36.0051002502441,-94.1700973510742,United States,1251,-6,America/Chicago
3562,KFSI,FSI,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,United States,1189,-6,America/Chicago
3563,KPNM,,Princeton Municipal Airport,45.55989838,-93.60820007,United States,980,-6,America/Chicago
3564,KFFO,FFO,Wright-Patterson Air Force Base,39.8260993958,-84.0483016968,United States,823,-5,America/New_York
3565,PAGA,GAL,Edward G. Pitka Sr Airport,64.73619843,-156.9369965,United States,153,-9,America/Anchorage
3566,KCHD,,Chandler Municipal Airport,33.2691,-111.810997,United States,1243,-7,America/Phoenix
3567,KMWL,MWL,Mineral Wells Airport,32.7816009521,-98.0602035522,United States,974,-6,America/Chicago
3568,KIAB,IAB,Mc Connell Air Force Base,37.62189865,-97.26820374,United States,1371,-6,America/Chicago
3569,KNBG,NBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,United States,2,-6,America/Chicago
3570,KARW,BFT,Beaufort County Airport,32.4122009277,-80.6343994141,United States,10,-5,America/New_York
3571,KTXK,TXK,Texarkana Regional Webb Field,33.4537010192871,-93.9909973144531,United States,390,-6,America/Chicago
3572,KPBG,PBG,Plattsburgh International Airport,44.6509017944336,-73.4681015014648,United States,234,-5,America/New_York
3573,KAPG,APG,Phillips Army Air Field,39.466202,-76.1688,United States,57,-5,America/New_York
3574,KTCC,TCC,Tucumcari Municipal Airport,35.182800293,-103.602996826,United States,4065,-7,America/Denver
3575,PANC,ANC,Ted Stevens Anchorage International Airport,61.1744003295898,-149.996002197266,United States,152,-9,America/Anchorage
3576,KGRK,GRK,Robert Gray  Army Air Field Airport,31.067199707,-97.8289031982,United States,1015,-6,America/Chicago
3577,KZUN,,Black Rock Airport,35.0831985473633,-108.791999816895,United States,6454,-7,America/Denver
3578,KBLI,BLI,Bellingham International Airport,48.7928009033203,-122.53800201416,United States,170,-8,America/Los_Angeles
3579,KNQA,NQA,Millington-Memphis Airport,35.356701,-89.8703,United States,320,-6,America/Chicago
3580,KEKN,EKN,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,United States,1987,-5,America/New_York
3581,KHFD,HFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,United States,18,-5,America/New_York
3582,KSFZ,SFZ,North Central State Airport,41.9207992554,-71.4914016724,United States,441,-5,America/New_York
3583,KMOB,MOB,Mobile Regional Airport,30.691200256348,-88.242797851562,United States,219,-6,America/Chicago
3584,KNUQ,NUQ,Moffett Federal Airfield,37.4161,-122.049004,United States,32,-8,America/Los_Angeles
3585,KSAF,SAF,Santa Fe Municipal Airport,35.617099762,-106.088996887,United States,6348,-7,America/Denver
3586,PHBK,BKH,Barking Sands Airport,22.0228004456,-159.785003662,United States,23,-10,Pacific/Honolulu
3587,KDRI,DRI,Beauregard Regional Airport,30.8316993713,-93.3398971558,United States,202,-6,America/Chicago
3588,PHSF,BSF,Bradshaw Army Airfield,19.760099411,-155.554000854,United States,6190,-10,Pacific/Honolulu
3589,KOLS,OLS,Nogales International Airport,31.4177,-110.848,United States,3955,-7,America/Phoenix
3590,KMCF,MCF,Mac Dill Air Force Base,27.84930038,-82.52120209,United States,14,-5,America/New_York
3591,KBLV,BLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,United States,459,-6,America/Chicago
3592,KOPF,OPF,Opa-locka Executive Airport,25.907,-80.278397,United States,8,-5,America/New_York
3593,KDRT,DRT,Del Rio International Airport,29.3742008209,-100.927001953,United States,1002,-6,America/Chicago
3594,KRSW,RSW,Southwest Florida International Airport,26.5361995697021,-81.7552032470703,United States,30,-5,America/New_York
3595,PAKN,AKN,King Salmon Airport,58.67679977,-156.6490021,United States,73,-9,America/Anchorage
3596,KMUI,MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.434799,-76.569397,United States,488,-5,America/New_York
3597,PHJH,JHM,Kapalua Airport,20.9629001617432,-156.673004150391,United States,256,-10,Pacific/Honolulu
3598,KJFK,JFK,John F Kennedy International Airport,40.63980103,-73.77890015,United States,13,-5,America/New_York
3599,KHST,HST,Homestead ARB Airport,25.48859978,-80.38359833,United States,5,-5,America/New_York
3600,KRAL,RAL,Riverside Municipal Airport,33.95190048,-117.4449997,United States,819,-8,America/Los_Angeles
3601,KFLV,FLV,Sherman Army Air Field,39.3683013916,-94.9147033691,United States,772,-6,America/Chicago
3602,KWAL,WAL,Wallops Flight Facility Airport,37.9402008057,-75.4664001465,United States,40,-5,America/New_York
3603,KHMN,HMN,Holloman Air Force Base,32.8525009155,-106.107002258,United States,4093,-7,America/Denver
3604,KNXX,NXX,Willow Grove Naval Air Station/Joint Reserve Base,40.19979858,-75.14820099,United States,358,-5,America/New_York
3605,KCYS,CYS,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,United States,6159,-7,America/Denver
3606,KSCK,SCK,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,United States,33,-8,America/Los_Angeles
3607,KCHS,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,United States,46,-5,America/New_York
3608,KRNO,RNO,Reno Tahoe International Airport,39.4990997314453,-119.767997741699,United States,4415,-8,America/Los_Angeles
3609,PAKT,KTN,Ketchikan International Airport,55.35559845,-131.7140045,United States,89,-9,America/Anchorage
3610,KYIP,YIP,Willow Run Airport,42.23789978,-83.53040314,United States,716,-5,America/New_York
3611,KVBG,VBG,Vandenberg Air Force Base,34.7373008728,-120.583999634,United States,369,-8,America/Los_Angeles
3612,KBHM,BHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,United States,650,-6,America/Chicago
3613,KNEL,NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,United States,101,-5,America/New_York
3614,PASY,SYA,Eareckson Air Station,52.71229935,174.1139984,United States,95,-10,America/Adak
3615,KLSV,LSV,Nellis Air Force Base,36.2361984253,-115.033996582,United States,1870,-8,America/Los_Angeles
3616,KRIV,RIV,March ARB Airport,33.880699,-117.259003,United States,1536,-8,America/Los_Angeles
3617,KMOD,MOD,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,United States,97,-8,America/Los_Angeles
3618,KSMF,SMF,Sacramento International Airport,38.6954002380371,-121.591003417969,United States,27,-8,America/Los_Angeles
3619,KUGN,UGN,Waukegan National Airport,42.422199249268,-87.867897033691,United States,727,-6,America/Chicago
3620,KCOS,COS,City of Colorado Springs Municipal Airport,38.805801,-104.700996,United States,6187,-7,America/Denver
3621,KBUF,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,United States,728,-5,America/New_York
3622,KSKY,SKY,Griffing Sandusky Airport,41.4333992004,-82.6522979736,United States,580,-5,America/New_York
3623,KPAE,PAE,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,United States,606,-8,America/Los_Angeles
3624,KMUO,MUO,Mountain Home Air Force Base,43.043598,-115.872002,United States,2996,-7,America/Denver
3625,KCDC,CDC,Cedar City Regional Airport,37.701000213623,-113.098999023438,United States,5622,-7,America/Denver
3626,KBDL,BDL,Bradley International Airport,41.9388999939,-72.6831970215,United States,173,-5,America/New_York
3627,KMFE,MFE,Mc Allen Miller International Airport,26.17580032,-98.23860168,United States,107,-6,America/Chicago
3628,KNGU,NGU,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,United States,17,-5,America/New_York
3629,KCEF,CEF,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,United States,241,-5,America/New_York
3630,KLBB,LBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,United States,3282,-6,America/Chicago
3631,KORD,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,United States,672,-6,America/Chicago
3632,KBCT,BCT,Boca Raton Airport,26.3784999847,-80.1076965332,United States,13,-5,America/New_York
3633,PAFA,FAI,Fairbanks International Airport,64.81510162,-147.8560028,United States,439,-9,America/Anchorage
3634,KNYG,,Quantico MCAF /Turner field,38.50170135,-77.30529785,United States,10,-5,America/New_York
3635,KCVS,CVS,Cannon Air Force Base,34.3828010559,-103.321998596,United States,4295,-7,America/Denver
3636,PHNG,NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505004883,-157.768005371,United States,24,-10,Pacific/Honolulu
3637,KOFF,OFF,Offutt Air Force Base,41.118301391602,-95.912498474121,United States,1052,-6,America/Chicago
3638,PAGK,GKN,Gulkana Airport,62.1548996,-145.4570007,United States,1586,-9,America/Anchorage
3639,KART,ART,Watertown International Airport,43.9919013977051,-76.0216979980469,United States,325,-5,America/New_York
3640,KPSP,PSP,Palm Springs International Airport,33.8297004699707,-116.50700378418,United States,477,-8,America/Los_Angeles
3641,KAMA,AMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,United States,3607,-6,America/Chicago
